id,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
FyTOPDkVkBw,24519,87,25,0,9
8Tj4iRpxlh8,56023,227,36,0,25
fQootvigyeg,34881,204,10,0,9
SVoq7BVARvA,77266,783,31,0,39
vYo3Ekt0F98,135234,64,12,0,2
iTaOnuz11v4,26989,188,8,0,11
FvRSLcoG2og,28785,148,38,0,13
F1DVFLmbDNk,255440,1076,94,0,86
ELp0s2txH40,173373,966,57,0,68
ZXEUXk43UW4,63603,339,30,0,17
N0kE2KX4X9g,63281,361,30,0,21
Z9EJ0sCDgOE,142614,844,126,0,92
Q9o8sZ8m4II,431433,2543,148,0,138
KrXdiEb1iO8,19342,123,9,0,8
GBo6nwrtqXk,736,6,0,0,0
3ifqD_18DLU,47512,235,73,0,12
Z5wiSLs4y9k,76635,342,84,0,52
eAqKKDwmWdc,18826,47,39,0,10
5jNJVpxs10U,51621,328,12,0,15
MiHpezNEl_Q,327706,1468,81,0,89
x1tPgXS5R78,91613,649,26,0,62
ghttzYL5GfE,4383,13,2,0,6
7oIXwHAXzJw,895,11,0,0,3
9RNDRfzgqIg,16219,66,57,0,6
owqWXgf9alg,99878,296,14,0,47
ltQ76HsqnuU,68376,500,30,0,17
iwErGc3RWmM,40684,297,26,0,23
hHGZSIFeN7Q,35206,272,12,0,20
QfvrYT_fUdY,4818,72,6,0,4
K23gHMv3kXE,26504,116,14,0,10
aeQT46UXUew,21149,27,5,0,3
0HX2OgT9uPg,8557,59,0,0,4
IqxRybjAtbQ,34461,194,14,0,16
L0vkcoBiUnc,30815,224,20,0,15
8jqfKjOGIZg,85534,485,44,0,25
rhncH8juYBw,10355,64,4,0,4
4E_Qfk9WP0I,23530,279,8,0,26
0k7nHs9Wnj4,45185,295,12,0,47
38ywaqP4_ss,75049,527,26,0,40
Zf0Xl9_ES2s,17972,124,13,0,8
ORnbYfWRQag,17793,113,18,0,16
SDw1XKee7Hg,11752,294,6,0,25
8ylzMKA29vU,20045,208,6,0,8
F-NqztTggqg,2317,20,0,0,4
Lt3iqSPiypo,42645,267,47,0,37
dL8A7XiPFro,54490,371,27,0,12
EJoewkyB8KI,38589,262,13,0,8
CjqoOaDuu00,24792,484,8,0,28
MFcy1U0s4YY,18221,103,4,0,6
r2EdOijAqv4,8456,64,1,0,3
S1s2XeeyA-0,13191,91,7,0,5
si_xWbK8R9M,3974,24,2,0,2
K8NL2Rwv0u0,324494,1147,121,0,123
xY359UO5Oms,118379,527,58,0,56
Q3ejLYIvyqg,6491,32,4,0,2
N-de6gIzWdk,12360,40,1,0,4
hxHUyfl8ljI,39221,153,11,0,10
THXu4og0sWw,27467,177,14,0,7
quz0owrMK1Y,6865,103,2,0,5
4M6xSiWNJYE,13776,250,4,0,6
kKCl9kEi1wc,16184,340,1,0,20
Zndk1JWJQ3o,2427,24,0,0,4
on92e1DFa4Y,45705,277,28,0,43
wq0HWY-UcME,1840,12,0,0,2
elM0MHyezMM,1483,11,0,0,4
1pcNMncZ9r4,4095,28,0,0,0
p31ingNTT9k,149608,769,67,0,112
oJmECAYQmDU,27779,3,0,0,0
qBeh8l5H9H4,25595,129,6,0,10
vTlfz-dF8hY,19655,74,5,0,6
OQPv7Ddcrok,1222,11,0,0,3
3TG9eOj3v78,2703,27,0,0,2
Un-8n78s7Kw,3870,21,3,0,3
OgheCWiU7cQ,5827,29,0,0,2
moOHiow1dkE,5196,23,2,0,4
1RnCFKWEYnA,4948,15,3,0,9
wwEUdIgyNW0,12015,31,4,0,1
Q63uYbfzqek,2195,38,0,0,3
v0pPUyUW0wc,12155,302,5,0,12
59xoC6MMuls,1696,25,2,0,0
xaRVRAQjbhM,1388,12,0,0,1
3Y5W61cWbKw,2322,18,1,0,6
-MhaFgJNLoU,26433,253,17,0,20
Pf4YtKhUgqw,10403,18,1,0,3
FthWR2DlYPs,6172,46,2,0,3
QHATkVFtA9c,8811,80,3,0,3
O9XKALPfCW8,27274,187,8,0,8
DjRxiWsXAuI,66308,390,37,0,25
qWHYB8x4Plw,3249,45,1,0,4
pEli5aPKch4,10587,29,1,0,3
EnPrc_4jiq8,71543,175,16,0,29
_lsEhHCYqnw,114644,1089,20,0,71
32eO1yrg78k,73818,587,27,0,34
9FpkWkqCDV0,57979,306,30,0,21
f5p28UY76-I,88258,514,28,0,39
LaUDvoZa9ko,335627,3220,127,0,267
87CFUOysKfg,12837,43,4,0,6
rWzUkjlwmyo,61240,154,34,0,28
7SMJAq73WQ4,28067,103,18,0,8
yRTgTP4yRd4,133831,367,174,0,52
Mtw5-oW47u0,1161,10,1,0,1
xTjm0FJpz_8,1916,21,1,0,2
8nLxdeI3uaA,6427,39,2,0,8
aA_6CxOfOqk,531,2,0,0,3
5ZD4ZPMUj0k,35074,215,17,0,34
EAZF5OtIjhE,26975,110,9,0,23
4Wzv0e5S6Pc,28348,180,14,0,27
u4zSLIBWpP4,45115,223,11,0,33
RqsHAnGv8kA,2335,25,0,0,2
uycO5s6D5IA,19068,136,20,0,17
93Aqoe1smlU,3130,29,3,0,4
jit7-u4_-5c,4362,24,1,0,2
Em-97IdF2u8,1131,11,0,0,1
QjqrkrqWsxM,20490,93,9,0,8
2jsA_5fyxvw,6205,14,2,0,0
IvDii205FG4,8084,20,19,0,0
0KyJDamOegE,25665,53,8,0,10
lXjYzwRaWxY,18400,44,11,0,16
-Sug_-XSbeE,54690,219,40,0,25
ya4Q5mwIXA4,31884,205,26,0,23
Xe78vH1zWyQ,18376,156,14,0,15
4vU0ThHnBKc,34546,192,5,0,13
vxNx4nASKwU,38146,198,17,0,13
SMJDvQN7bcE,103363,291,130,0,25
l6QYawKqqZ4,2207,12,0,0,1
NQBMvyeJr6U,37654,181,36,0,15
hw5jIFi2Gv4,9437,81,0,0,7
S2v0VnekVGQ,30064,117,17,0,4
AaHllwCt6FQ,8128,26,2,0,6
hwFpna13oZg,24724,176,33,0,36
ZKWYkDnmBcE,15584,130,0,0,19
moT8l_yleok,21539,138,7,0,18
RFq6UEiQ3cU,2401,35,0,0,5
jzc6tzqNOFc,37763,244,12,0,22
pHXOM5xZC5s,21329,86,14,0,10
cRTNSnIW9gY,29415,140,15,0,11
nLPDFo0zYeg,6459,50,6,0,17
zJGS3ekkeKo,115408,696,39,0,43
iOKYrPxdUP0,54050,299,12,0,15
nx-ipu59jtU,73058,511,68,0,27
-Bn7thPEQc8,74913,645,20,0,42
1a8b4SgjFf0,1004,17,1,0,9
9XrNvChcLRM,4530,17,1,0,2
AbGo7qE1atY,3325,15,0,0,7
zJQELlKAw0c,9224,27,13,0,1
3_VZxuYBKBY,16735,81,9,0,7
tmiL8AVcwSQ,15537,19,1,0,6
00LKhsrz_nU,798,2,0,0,1
p3Oa6-xF9N4,7813,9,2,0,2
HUk3p7dm2nA,2195,10,0,0,1
Y_CDKr32Xrs,4717,17,2,0,5
w4-f-zii5ns,7954,21,2,0,1
bU51QbNOh6U,14701,32,10,0,2
un1pj07tWT4,2111,9,0,0,0
9kB9jxMqolI,608,4,0,0,0
lHHiDWOGL2Q,1204,0,0,0,0
W9M9up1nBNw,2509,0,0,0,0
vLC2UtxiE3Q,26831,1,0,0,0
7OEB-TVN9PI,17047,37,4,0,2
5OFr30Qedos,63928,261,38,0,15
gtn22OyQ71I,31496,63,3,0,7
emjucbFp4mo,112849,710,58,0,50
cvL5w3lJXoU,7337,68,1,0,1
yvlYKZuI9W4,29395,50,10,0,2
eXhPtQGXlIg,18642,17,4,0,1
5LI3j9VqMLk,282344,1875,172,0,142
2NQIHd7CB18,3173,19,5,0,5
vaaGe-2dX1E,2186,18,1,0,2
DjIMSvEC2DA,3202,8,3,0,3
yepAffNS8p8,51110,95,30,0,5
dBsK1LBmVQg,19408,118,10,0,7
wdA5hIHemMA,18599,79,7,0,6
palGf74Yh5I,15685,58,10,0,6
e_W1nO97TIc,18823,89,12,0,6
n-KCcG4qrjQ,45401,225,26,0,26
H8V7LcDdSk0,48379,316,19,0,11
1AO-ZFDCoG0,10147,48,5,0,5
Dqf8KscT5OA,31229,229,19,0,15
lmyTMeoJsnE,47712,135,24,0,5
l46sHCxk1Gw,43782,156,21,0,13
C6rc1gq2MiY,33271,96,12,0,15
PV4SIobZbPQ,48504,209,8,0,19
ky9L5vIX0jA,26942,132,2,0,16
dUbhCzc1OPI,5929,28,4,0,2
2y2CsxUGU8s,6414,21,1,0,5
YU-WY_H50iU,10686,43,8,0,5
-JF3nd7JGH4,24743,106,4,0,3
p0_GqAMYNBE,26224,96,12,0,16
yhChkh1VLwY,37982,124,17,0,18
M1g5SLpBCco,18547,137,4,0,15
AYTw_RdTuec,4394,44,0,0,7
bSRg6G6wik8,2794,17,1,0,1
LHb1WTMg41Q,2805,9,1,0,3
4vX0Wp3vkGo,3547,18,1,0,4
HKrOlkRPbKI,4179,22,1,0,2
jSTodkiEoWg,7504,54,4,0,8
NHA-mhsQTTg,12567,138,6,0,11
mUgjhT8l3A0,1622,8,1,0,1
A4buzY72xio,9099,22,4,0,2
Ans9yM9xKL0,197157,1087,93,0,88
zSVZddalAcY,13998,133,1,0,20
O_uHfPWEL74,19872,92,8,0,15
CK8AuVOlOL0,37510,330,12,0,45
a82-aYiyOHQ,25062,124,24,0,22
sfJtriQtHaI,87989,434,38,0,46
EuBIuLXkglQ,16864,105,8,0,8
2nWSW3SA-no,218329,878,79,0,112
lekw3MgIr20,16124,42,3,0,5
JzIV7PMX004,19984,54,8,0,11
yK3bUDeDKqY,37312,66,23,0,20
8pPKysgdcmI,33743,65,30,0,12
de3XsF3Ic4g,34317,73,8,0,10
ENZfTEPWXn4,30833,103,51,0,20
PnYluXeNa6Q,5003,56,1,0,5
kdT2dJrdXVo,4713,20,0,0,1
sPTz1GyQVD4,11385,37,17,0,15
rm3lYMy3yKs,808,5,0,0,0
T9sayf5jlEA,49599,242,22,0,58
rMIRcTf0mUU,50284,172,8,0,52
Lsj0Yy2zbeE,117607,955,33,0,84
-xjJHlattmo,21543,85,12,0,13
1guHeST6Tzo,14793,50,7,0,6
N1lws0Ns5Ec,26226,106,6,0,15
F1hn3KzZi-U,8024,18,10,0,2
psRKyyHVe_8,203144,1447,98,0,248
J5ixUmioRyM,23854,238,11,0,23
WcKdulG7LBc,27576,267,12,0,19
I3M3aVCzftI,37870,142,27,0,45
UKttZ1xlQGE,53287,254,17,0,27
1kXxuDuoS1Q,54112,271,3,0,30
WHGrgyKhleA,92058,227,51,0,28
n3HaTXHk1vY,69808,229,15,0,18
JwfJ8Gl6CLw,108508,545,17,0,52
wlfyxKlZRBM,30,1,0,0,2
a5p1ZDulfqs,11237,40,5,0,7
JTmAOs_-_ts,44290,406,31,0,28
1LIF5jOUcF4,14933,28,7,0,7
C7_6R6SbI48,965,1,0,0,1
D5WodSzBbkE,932,3,0,0,1
WMn9UkXnzMM,7734,34,3,0,10
IXmCycsSGBw,6245,37,2,0,3
T00R8jv5VI0,4502,21,3,0,2
IGJReRvZ60Q,6685,12,17,0,2
hUC2M3Bzmh4,8251,10,11,0,2
Jvql5slmcZo,8400,25,2,0,4
_pAnRc1vKqY,18468,84,6,0,7
toGd0ySt8nM,29559,115,7,0,18
mNoZDrQQUQ8,3,0,0,0,0
ECDQxYZP4IQ,15,0,0,0,0
swPrC_KoNZM,90763,249,20,0,26
0kZboBzKz2I,52472,158,47,0,17
Ufyuaxvn44Y,3702,15,3,0,1
fVsyAX-SR1E,38057,64,6,0,9
O78Yqv1mVC0,61069,108,12,0,15
eAMGXzAEAMc,54937,300,20,0,24
CETUNHozCao,10721,17,2,0,0
PTEiToudt7I,57446,35,8,0,10
C6Tx7dT76f0,173379,638,54,0,49
q7LmupmWd6Q,114791,390,22,0,39
NcVaobiIVe4,106903,253,22,0,26
Na-6a7MkfB0,15511,40,2,0,4
bL2eUtKIjpg,23014,116,4,0,7
vCHXf4AtHDM,40159,137,33,0,11
GoVmZTNdnbQ,74888,313,41,0,38
jdeZZSaWsLs,17382,43,3,0,2
NEv3S9Iz3ns,66279,258,12,0,49
2VLJ4O972iA,56479,264,29,0,44
erQoqA9TH9w,48711,185,13,0,30
59wYaIo9E1U,21130,62,15,0,4
NnhvbuahWtg,28666,57,5,0,8
37VtH0BvDKM,31867,71,2,0,4
lqH-ZyKP1uQ,38935,74,4,0,7
hBrnLlouwes,145482,224,29,0,41
Y2rJ7bhHJAI,5701,20,1,0,0
WJkeSNnHw1M,70485,102,24,0,11
906Xu336pSg,27576,102,5,0,10
z-NNuyVrCDk,34759,152,6,0,14
7Kvc0OmYdws,5489,7,0,0,1
vMYaG76FxRY,3727,6,0,0,2
kWIpxVFr35o,5860,11,1,0,0
Dghy1yuQogM,11425,15,1,0,4
kJgpJf0k08A,5826,14,0,0,5
XsP_98RMkqE,7346,9,3,0,9
li-gZO73Snw,42321,48,4,0,9
NTBp8LxkO1s,26969,114,10,0,9
E2ygZ7WG3x0,1918,4,0,0,0
IaUNGWixRts,1730,1,0,0,0
iCGmBXU8_-M,2134,6,1,0,2
IB0gpB0hxoU,2567,3,0,0,0
mTLm3dSmToU,2789,3,1,0,0
5AUW_bBeRDw,17438,78,7,0,10
x__EUowQsNI,30994,100,3,0,20
mpKJb8KQ73Y,5854,14,3,0,2
sXCJyT9SAAw,45236,135,25,0,32
_cVKho9_Bx8,42108,171,6,0,30
zWnHoEwOafw,13627,29,5,0,5
wE3KUSc6lng,11027,13,3,0,3
d8jaeidSh4k,12290,15,4,0,0
Vd9XU_dpMoU,21437,37,2,0,7
j9mwOxigQ6A,24709,34,8,0,3
VOTMJRj6TFk,69161,94,13,0,14
LHejbm-R3IA,19839,34,31,0,5
XLYZUj9_1hA,78908,375,16,0,35
nM0gAZstj08,41776,104,93,0,6
1W2SBMzlVYc,26369,33,4,0,6
QwAgIWikGwk,20969,90,5,0,10
WcCN1srJHhE,9633,4,1,0,1
CNbMRNOnDxo,2131,6,0,0,0
EPv_P_jgMNI,2016,4,0,0,0
vjcFeChS53Y,5027,1,0,0,2
rZdNPYOONts,22081,21,17,0,2
wR7Y8q8YQ5c,6636,10,0,0,1
1bi3B3JuJTU,16836,30,7,0,2
kr3M_PQXhSc,15368,62,9,0,8
UVC5SC6lJPw,8107,22,4,0,0
9FnDluTyjbE,1959,6,0,0,1
X6xP0ZC-EF0,47950,59,11,0,7
1P370WtRnfw,48816,69,25,0,15
Nn4vpyQJ-z4,4754,14,2,0,3
ao7WQ9PlONM,19923,24,5,0,5
eECoSOiakIE,2606,6,0,0,1
rl_Vh4TCVZo,26671,28,2,0,3
6snJKG7d34c,998,6,1,0,0
HrMqzHnvb_U,18964,40,55,0,4
i2O6HxC83aE,13800,53,2,0,4
I3HVZOVwhKU,11796,33,5,0,9
9GtZgCiHQic,15652,35,13,0,7
hrT2d1qsPpc,40189,252,21,0,22
ipFawEkv6GI,88843,413,29,0,30
0SkiPVm8Vyg,4024,18,0,0,2
a5WFxx-nRRQ,69283,242,32,0,26
e7XDtxQQs7M,20090,73,4,0,19
UUbviVYvUDM,17538,61,4,0,7
OJohEnSqcfA,24496,57,6,0,14
0sFpPcrrs2I,56130,105,9,0,21
JlcJ6bWQOH4,23625,65,8,0,15
BJGyR3u-xWc,16173,28,0,0,9
4Km7dCVTST4,57171,306,11,0,24
PkI2f1TP2-Y,57559,133,33,0,32
dmLOnKXIouI,94183,286,25,0,29
H0WhkEqGqZQ,9555,19,11,0,4
OHMLK9QF_bY,34395,105,50,0,13
Ya4aHekr8E0,152,1,0,0,0
kAVAnrxI5ss,383,4,0,0,0
bDvNuj9b8Sg,2,0,0,0,0
68HrrAsE8GI,3,0,0,0,0
KTrO_CYnsCw,168510,750,57,0,85
6USuC58PvdM,64981,215,13,0,16
Fqn5js0gWRM,148340,646,27,0,57
GiOi9QbebKo,52508,327,12,0,39
6Nf0m3GB-P8,41733,284,6,0,12
lsLkf2i8KAc,54889,337,7,0,36
2T6MBrkDnpw,10970,8,1,0,3
0SAjFcoZcGE,112541,830,9,0,52
bMkzXhyaLm0,135829,982,17,0,49
Mlobjqytjjg,146645,821,12,0,84
njmv9ZP_mqk,278279,1756,64,0,139
86pot19atMs,169452,1281,28,0,59
QjsoFEU1rR4,348102,1633,84,0,103
hfnj3JWSRFo,89352,303,23,0,60
v4hobyDhX4s,198210,660,36,0,93
pcGidaZbiCQ,42190,171,7,0,53
jrFjZdQ57Ww,76967,313,13,0,31
8wGIsvZiSdQ,52768,474,1,0,77
Eu42dT6QVj4,68263,402,3,0,34
aWGsjvbJSnk,94332,394,8,0,85
E8XmJtKITO8,143364,791,19,0,69
65vVBWMLy50,45915,180,1,0,29
TztJWxj7mgw,137075,340,18,0,34
wAD9LHuWx8A,19924,64,1,0,20
AMHGEM24KDY,34759,74,3,0,7
0DJwT-kE-1I,74110,221,19,0,19
sSJZHJlmdnA,173286,555,75,0,82
emjiDfIy5pw,13017,49,2,0,6
rLO2_WSNk3g,47369,134,9,0,19
R815KgIEurw,37124,154,17,0,24
tiN_J9Fn4Bg,56340,237,4,0,43
bKGCity6dr8,198742,513,20,0,54
d4nJb51N_L4,309374,1066,129,0,167
qiMCi_Ps1eM,173641,722,41,0,93
2HVlliiyjj0,383669,837,92,0,64
vmNG0yX4JjM,153893,565,9,0,37
P8QHsN-dS1s,474226,2328,81,0,182
4VCItSuW-0g,36868,58,0,0,28
bFH2jMIpVgo,31088,50,3,0,6
Ke3HtHytkNU,47276,68,4,0,20
ofL8L4myH-0,137927,289,26,0,77
AIvcv-Xd8s0,6909,19,1,0,4
26KcMTGg4E8,6293,21,2,0,6
qX5Hjh2nnW8,8049,35,0,0,3
ddg5ZPPTDmU,14767,40,2,0,4
CtKpB4qIMj0,27539,80,2,0,15
jCOMwH2Kphw,33154,103,6,0,10
FhniK5EBOWs,7062,18,0,0,2
iYfXMu4vl-k,9828,30,0,0,1
J4gzkY3cuWc,25011,104,14,0,7
cdE7R3XWu70,17339,67,4,0,6
gwmFogzeAK8,16818,97,2,0,7
3B4EeF82qmw,17230,83,0,0,3
XUqxbybcUjQ,28516,112,6,0,5
ifykoqLgpn4,51059,153,12,0,7
lwyRp2k3JqU,38540,147,0,0,18
ykw32ooDhdU,24526,108,4,0,32
lOq5dRDFWNI,33342,158,1,0,23
haBLD96vlE8,44997,152,2,0,13
p45b0I-7NYA,55466,266,5,0,33
wNu80ZvG2JE,181864,503,25,0,59
Q7dClG5_xyo,92370,441,46,0,32
qQHgSbNImZ8,95076,198,26,0,29
Rx-8uYVYiyE,90463,277,18,0,22
y2VtAWejht8,3454,8,0,0,1
F25YXEk_WrQ,10350,16,4,0,1
_ZEuaGf0jpU,27005,102,10,0,4
gLuAw_L3hlA,30111,112,1,0,18
5lBsbXKD6gA,85600,360,8,0,21
hgjTy3Kr-9Y,59831,85,10,0,18
NHlNnlKtYcE,21574,28,0,0,12
Wja2xSlek74,7048,9,2,0,5
f-JGnRTwmtU,15721,28,4,0,3
pgXkBdcARz4,1060,9,0,0,1
4Z7uRiAhcsM,5970,3,1,0,6
S8CPPg72Lqc,761,7,1,0,1
Yuni7gNVglM,1655,3,1,0,0
lVRzL12p-SA,6133,19,4,0,9
